unitid,institution,year,state,county,fips,n_pell,per_pell,undergrad_headcount
135717,Miami Dade College,2021,Florida,Miami-Dade County,"Miami-Dade County, FL",20925,45,54064
135726,University of Miami,2021,Florida,Miami-Dade County,"Miami-Dade County, FL",1703,15,12492
135735,Orange Technical College-Mid Florida Campus,2021,Florida,Orange County,"Orange County, FL",319,11,15783
136109,Paul Mitchell the School-Jacksonville,2021,Florida,Duval County,"Duval County, FL",103,43,19549
136145,North Florida College,2021,Florida,Madison County,"Madison County, FL",471,40,10487
136172,University of North Florida,2021,Florida,Duval County,"Duval County, FL",4248,29,1446
136215,Nova Southeastern University,2021,Florida,Broward County,"Broward County, FL",2470,39,909
136233,Northwest Florida State College,2021,Florida,Okaloosa County,"Okaloosa County, FL",1186,24,7521
136303,Orange Technical College-Orlando Campus,2021,Florida,Orange County,"Orange County, FL",145,14,8361
136330,Palm Beach Atlantic University,2021,Florida,Palm Beach County,"Palm Beach County, FL",821,28,20233
136358,Palm Beach State College,2021,Florida,Palm Beach County,"Palm Beach County, FL",9190,34,14960
136400,Pasco-Hernando State College,2021,Florida,Pasco County,"Pasco County, FL",3099,31,110
136473,Pensacola State College,2021,Florida,Escambia County,"Escambia County, FL",3091,34,4018
136491,Pinellas Technical College-Clearwater,2021,Florida,Pinellas County,"Pinellas County, FL",334,30,33480
136516,Polk State College,2021,Florida,Polk County,"Polk County, FL",3063,31,78
136659,Radford M Locklin Technical College,2021,Florida,Santa Rosa County,"Santa Rosa County, FL",95,17,1580
136701,Saint Vincent de Paul Regional Seminary,2021,Florida,Palm Beach County,"Palm Beach County, FL",,,27778
136765,Ridge Technical College,2021,Florida,Polk County,"Polk County, FL",269,74,1842
136774,Ringling College of Art and Design,2021,Florida,Sarasota County,"Sarasota County, FL",395,24,3356
136826,Robert Morgan Educational Center and Technical College,2021,Florida,Miami-Dade County,"Miami-Dade County, FL",234,19,20955
136950,Rollins College,2021,Florida,Orange County,"Orange County, FL",489,19,17454
137023,First Coast Technical College,2021,Florida,St. Johns County,"St. Johns County, FL",249,38,1349
137032,Saint Leo University,2021,Florida,Pasco County,"Pasco County, FL",3148,45,1709
137078,St Petersburg College,2021,Florida,Pinellas County,"Pinellas County, FL",8764,33,523
137087,Pinellas Technical College-St. Petersburg,2021,Florida,Pinellas County,"Pinellas County, FL",451,23,2122
137096,Santa Fe College,2021,Florida,Alachua County,"Alachua County, FL",3398,27,4500
137120,Suncoast Technical College,2021,Florida,Sarasota County,"Sarasota County, FL",228,12,5867
137209,Seminole State College of Florida,2021,Florida,Seminole County,"Seminole County, FL",4779,29,11213
137245,Sheridan Technical College,2021,Florida,Broward County,"Broward County, FL",551,21,1601
137272,St. John Vianney College Seminary,2021,Florida,Miami-Dade County,"Miami-Dade County, FL",6,11,3072
137281,Saint Johns River State College,2021,Florida,Putnam County,"Putnam County, FL",1636,24,3089
137315,South Florida State College,2021,Florida,Highlands County,"Highlands County, FL",1193,44,1172
137351,University of South Florida,2021,Florida,Hillsborough County,"Hillsborough County, FL",12330,32,15822
137476,St. Thomas University,2021,Florida,Miami-Dade County,"Miami-Dade County, FL",835,23,23
137546,Stetson University,2021,Florida,Volusia County,"Volusia County, FL",1068,34,12572
137564,Southeastern University,2021,Florida,Polk County,"Polk County, FL",2277,27,137
137591,Bene's Career Academy,2021,Florida,Pasco County,"Pasco County, FL",240,51,20
137713,Riveroak Technical College,2021,Florida,Suwannee County,"Suwannee County, FL",155,48,5008
137759,Tallahassee Community College,2021,Florida,Leon County,"Leon County, FL",4115,37,10109
137777,Talmudic College of Florida,2021,Florida,Miami-Dade County,"Miami-Dade County, FL",13,46,5407
137801,Altierus Career College-Tampa,2021,Florida,Hillsborough County,"Hillsborough County, FL",230,58,12809
137847,The University of Tampa,2021,Florida,Hillsborough County,"Hillsborough County, FL",1623,19,270
137856,Big Bend Technical College,2021,Florida,Taylor County,"Taylor County, FL",86,30,54
137865,Tom P. Haney Technical College,2021,Florida,Bay County,"Bay County, FL",183,48,1775
137953,Trinity Baptist College,2021,Florida,Duval County,"Duval County, FL",196,56,3485
137962,Trinity College of Florida,2021,Florida,Pasco County,"Pasco County, FL",122,57,2596
138187,Valencia College,2021,Florida,Orange County,"Orange County, FL",16450,36,50672
138275,Warner University,2021,Florida,Polk County,"Polk County, FL",476,58,1982
138284,Florida Panhandle Technical College,2021,Florida,Washington County,"Washington County, FL",179,41,2366
138293,Webber International University,2021,Florida,Polk County,"Polk County, FL",412,55,10795
138309,Rasmussen University-Florida,2021,Florida,Marion County,"Marion County, FL",5476,61,1917
138354,The University of West Florida,2021,Florida,Escambia County,"Escambia County, FL",3163,33,2724
138372,Orange Technical College-Westside Campus,2021,Florida,Orange County,"Orange County, FL",192,10,1531
138479,William T McFatter Technical College,2021,Florida,Broward County,"Broward County, FL",274,18,3316
138488,Orange Technical College-Winter Park Campus,2021,Florida,Orange County,"Orange County, FL",142,8,2215
138497,Withlacoochee Technical College,2021,Florida,Citrus County,"Citrus County, FL",196,39,3086
138558,Abraham Baldwin Agricultural College,2021,Georgia,Tift County,"Tift County, GA",1481,37,29140
138600,Agnes Scott College,2021,Georgia,DeKalb County,"DeKalb County, GA",414,41,3842
138655,Interactive College of Technology-Chamblee,2021,Georgia,DeKalb County,"DeKalb County, GA",507,69,8720
138664,Interactive College of Technology-Morrow,2021,Georgia,Clayton County,"Clayton County, GA",56,62,3400
138682,Albany Technical College,2021,Georgia,Dougherty County,"Dougherty County, GA",1790,59,5761
138716,Albany State University,2021,Georgia,Dougherty County,"Dougherty County, GA",3774,62,58130
138761,Andrew College,2021,Georgia,Randolph County,"Randolph County, GA",190,63,4383
138813,The Art Institute of Atlanta,2021,Georgia,Fulton County,"Fulton County, GA",457,56,2655
138822,Georgia Career Institute,2021,Georgia,Rockdale County,"Rockdale County, GA",583,60,10538
138840,Atlanta Technical College,2021,Georgia,Fulton County,"Fulton County, GA",1915,63,10462
138868,Point University,2021,Georgia,Troup County,"Troup County, GA",837,43,5033
138901,Atlanta Metropolitan State College,2021,Georgia,Fulton County,"Fulton County, GA",917,54,39470
138929,Atlanta's John Marshall Law School,2021,Georgia,Fulton County,"Fulton County, GA",,,4380
138938,Atlanta School of Massage,2021,Georgia,DeKalb County,"DeKalb County, GA",330,52,8934
138947,Clark Atlanta University,2021,Georgia,Fulton County,"Fulton County, GA",2104,68,14080
138956,Augusta Technical College,2021,Georgia,Richmond County,"Richmond County, GA",1882,49,3634
139144,Berry College,2021,Georgia,Floyd County,"Floyd County, GA",453,23,10420
139153,Beulah Heights University,2021,Georgia,Fulton County,"Fulton County, GA",60,28,50
139199,Brenau University,2021,Georgia,Hall County,"Hall County, GA",771,45,9656
139205,Brewton-Parker College,2021,Georgia,Montgomery County,"Montgomery County, GA",346,41,56
139250,College of Coastal Georgia,2021,Georgia,Glynn County,"Glynn County, GA",1345,39,3232
139278,West Georgia Technical College,2021,Georgia,Haralson County,"Haralson County, GA",2587,40,378
139311,Clayton  State University,2021,Georgia,Clayton County,"Clayton County, GA",3252,51,105
139348,Columbia Theological Seminary,2021,Georgia,DeKalb County,"DeKalb County, GA",,,15
139357,Columbus Technical College,2021,Georgia,Muscogee County,"Muscogee County, GA",1717,57,443
139366,Columbus State University,2021,Georgia,Muscogee County,"Muscogee County, GA",2958,43,123
139384,Georgia Northwestern Technical College,2021,Georgia,Floyd County,"Floyd County, GA",2869,43,54
139393,Covenant College,2021,Georgia,Dade County,"Dade County, GA",175,20,435
139463,Dalton State College,2021,Georgia,Whitfield County,"Whitfield County, GA",2223,46,40
139506,Pro Way Hair School,2021,Georgia,DeKalb County,"DeKalb County, GA",115,50,30
139579,South University-Savannah,2021,Georgia,Chatham County,"Chatham County, GA",135,55,1349
139621,East Georgia State College,2021,Georgia,Emanuel County,"Emanuel County, GA",1318,55,10
139630,Emmanuel College,2021,Georgia,Franklin County,"Franklin County, GA",306,35,6080
139658,Emory University,2021,Georgia,DeKalb County,"DeKalb County, GA",1374,20,3830
139700,Georgia Highlands College,2021,Georgia,Floyd County,"Floyd County, GA",2209,39,11789
139719,Fort Valley State University,2021,Georgia,Peach County,"Peach County, GA",1939,76,24663
139746,Grady Health System Professional Schools,2021,Georgia,Fulton County,"Fulton County, GA",22,33,1566
139755,Georgia Institute of Technology-Main Campus,2021,Georgia,Fulton County,"Fulton County, GA",2208,13,24866
139764,Georgia Southwestern State University,2021,Georgia,Sumter County,"Sumter County, GA",1024,39,22052
139861,Georgia College & State University,2021,Georgia,Baldwin County,"Baldwin County, GA",963,17,1439
139931,Georgia Southern University,2021,Georgia,Bulloch County,"Bulloch County, GA",8526,36,27458
139940,Georgia State University,2021,Georgia,Fulton County,"Fulton County, GA",14157,49,5900
139959,University of Georgia,2021,Georgia,Clarke County,"Clarke County, GA",5703,19,3844
139968,Gordon State College,2021,Georgia,Lamar County,"Lamar County, GA",1514,47,2565
139986,Southern Crescent Technical College,2021,Georgia,Spalding County,"Spalding County, GA",2753,53,10008
139995,Gupton Jones College of Funeral Service,2021,Georgia,DeKalb County,"DeKalb County, GA",200,75,26161
140003,Gwinnett College-Lilburn,2021,Georgia,Gwinnett County,"Gwinnett County, GA",182,88,12949
140012,Gwinnett Technical College,2021,Georgia,Gwinnett County,"Gwinnett County, GA",3203,37,22623
140146,Interdenominational Theological Center,2021,Georgia,Fulton County,"Fulton County, GA",,,2188
140234,LaGrange College,2021,Georgia,Troup County,"Troup County, GA",302,40,1523
140243,Lanier Technical College,2021,Georgia,Hall County,"Hall County, GA",1484,29,23541
140252,Life University,2021,Georgia,Cobb County,"Cobb County, GA",368,39,11305
140331,Chattahoochee Technical College,2021,Georgia,Cobb County,"Cobb County, GA",3141,33,1883
140340,Herzing University-Atlanta,2021,Georgia,Fulton County,"Fulton County, GA",511,74,8970
140447,Mercer University,2021,Georgia,Bibb County,"Bibb County, GA",1548,32,7054
140553,Morehouse College,2021,Georgia,Fulton County,"Fulton County, GA",997,46,1163
140562,Morehouse School of Medicine,2021,Georgia,Fulton County,"Fulton County, GA",,,1617
140678,North Georgia Technical College,2021,Georgia,Habersham County,"Habersham County, GA",1213,48,27655
140696,Oglethorpe University,2021,Georgia,DeKalb County,"DeKalb County, GA",510,35,1748
140720,Paine College,2021,Georgia,Richmond County,"Richmond County, GA",149,79,2542
140818,Piedmont University,2021,Georgia,Habersham County,"Habersham County, GA",542,42,3093
140827,Miami Ad School-Atlanta,2021,Georgia,Fulton County,"Fulton County, GA",11,16,1992
140872,Reinhardt University,2021,Georgia,Cherokee County,"Cherokee County, GA",491,38,6543
140942,Savannah Technical College,2021,Georgia,Chatham County,"Chatham County, GA",1939,53,3001
140951,Savannah College of Art and Design,2021,Georgia,Chatham County,"Chatham County, GA",2138,18,24892
140960,Savannah State University,2021,Georgia,Chatham County,"Chatham County, GA",2166,67,6303
140988,Shorter University,2021,Georgia,Floyd County,"Floyd County, GA",534,41,1684
141006,South Georgia Technical College,2021,Georgia,Sumter County,"Sumter County, GA",991,55,1169
141015,The Creative Circus,2021,Georgia,Fulton County,"Fulton County, GA",29,13,186
141060,Spelman College,2021,Georgia,Fulton County,"Fulton County, GA",916,42,9527
141167,Thomas University,2021,Georgia,Thomas County,"Thomas County, GA",305,42,2947
141185,Toccoa Falls College,2021,Georgia,Stephens County,"Stephens County, GA",456,27,6507
141237,Truett McConnell University,2021,Georgia,White County,"White County, GA",305,11,2370
141255,Wiregrass Georgia Technical College,2021,Georgia,Lowndes County,"Lowndes County, GA",1566,42,2481
141264,Valdosta State University,2021,Georgia,Lowndes County,"Lowndes County, GA",4967,52,3202
141325,Wesleyan College,2021,Georgia,Bibb County,"Bibb County, GA",295,40,2782
141334,University of West Georgia,2021,Georgia,Carroll County,"Carroll County, GA",4540,44,1659
141361,Young Harris College,2021,Georgia,Towns County,"Towns County, GA",374,27,3024
141486,Chaminade University of Honolulu,2021,Hawaii,Honolulu County,"Honolulu County, HI",685,42,12234
141565,University of Hawaii at Hilo,2021,Hawaii,Hawaii County,"Hawaii County, HI",1175,44,2365
141574,University of Hawaii at Manoa,2021,Hawaii,Honolulu County,"Honolulu County, HI",3399,26,94
141608,Hawaii Institute of Hair Design,2021,Hawaii,Honolulu County,"Honolulu County, HI",85,67,2682
141644,Hawaii Pacific University,2021,Hawaii,Honolulu County,"Honolulu County, HI",825,22,10180
141680,Honolulu Community College,2021,Hawaii,Honolulu County,"Honolulu County, HI",605,18,61370
141796,Kapiolani Community College,2021,Hawaii,Honolulu County,"Honolulu County, HI",1050,16,2128
141802,Kauai Community College,2021,Hawaii,Kauai County,"Kauai County, HI",384,26,107768
141811,Leeward Community College,2021,Hawaii,Honolulu County,"Honolulu County, HI",1325,21,776
141839,University of Hawaii Maui College,2021,Hawaii,Maui County,"Maui County, HI",782,27,3306
141963,University of Hawaii System Office,2021,Hawaii,Honolulu County,"Honolulu County, HI",,,74794
141981,University of Hawaii-West Oahu,2021,Hawaii,Honolulu County,"Honolulu County, HI",981,31,3404
141990,Windward Community College,2021,Hawaii,Honolulu County,"Honolulu County, HI",344,15,2721
142054,Carrington College-Boise,2021,Idaho,Ada County,"Ada County, ID",384,48,5080
142090,Boise Bible College,2021,Idaho,Ada County,"Ada County, ID",51,50,8422
142115,Boise State University,2021,Idaho,Ada County,"Ada County, ID",4370,21,6350
142179,College of Eastern Idaho,2021,Idaho,Bonneville County,"Bonneville County, ID",664,37,16741
142276,Idaho State University,2021,Idaho,Bannock County,"Bannock County, ID",2895,30,11611
142285,University of Idaho,2021,Idaho,Latah County,"Latah County, ID",2384,28,11087
142294,The College of Idaho,2021,Idaho,Canyon County,"Canyon County, ID",261,24,2250
142328,Lewis-Clark State College,2021,Idaho,Nez Perce County,"Nez Perce County, ID",1049,27,10242
142407,Aveda Institute-Twin Falls,2021,Idaho,Twin Falls County,"Twin Falls County, ID",74,58,152
142416,Mr Leon's School of Hair Design-Moscow,2021,Idaho,Latah County,"Latah County, ID",12,86,396
142443,North Idaho College,2021,Idaho,Kootenai County,"Kootenai County, ID",1194,25,35
142461,Northwest Nazarene University,2021,Idaho,Canyon County,"Canyon County, ID",408,31,5708
142489,Nathan Layne Institute of Cosmetology,2021,Idaho,Bannock County,"Bannock County, ID",16,33,213
142522,Brigham Young University-Idaho,2021,Idaho,Madison County,"Madison County, ID",12521,28,155
142559,College of Southern Idaho,2021,Idaho,Twin Falls County,"Twin Falls County, ID",1521,21,765
142832,Adler University,2021,Illinois,Cook County,"Cook County, IL",0,0,332
142887,American Academy of Art College,2021,Illinois,Cook County,"Cook County, IL",86,51,152
142957,American Islamic College,2021,Illinois,Cook County,"Cook County, IL",0,0,87
143048,School of the Art Institute of Chicago,2021,Illinois,Cook County,"Cook County, IL",455,18,1192
143084,Augustana College,2021,Illinois,Rock Island County,"Rock Island County, IL",545,23,171
143118,Aurora University,2021,Illinois,Kane County,"Kane County, IL",1818,44,9527
143215,Southwestern Illinois College,2021,Illinois,St. Clair County,"St. Clair County, IL",1932,28,1716
143233,Bethany Theological Seminary,2021,Indiana,Wayne County,"Wayne County, IN",,,3002
143279,Black Hawk College,2021,Illinois,Rock Island County,"Rock Island County, IL",1027,27,178
143288,Blackburn College,2021,Illinois,Macoupin County,"Macoupin County, IL",301,58,23737
143297,Blessing Rieman College of Nursing and Health Sciences,2021,Illinois,Adams County,"Adams County, IL",54,34,36472
143303,Blessing Hospital School of Radiologic Technology,2021,Illinois,Adams County,"Adams County, IL",,,250
143358,Bradley University,2021,Illinois,Peoria County,"Peoria County, IL",1271,28,465
143376,Paul Mitchell the School-Bradley,2021,Illinois,Kankakee County,"Kankakee County, IL",166,51,17787
143464,Cameo Beauty Academy,2021,Illinois,Cook County,"Cook County, IL",80,56,3752
143473,Cannella School of Hair Design-Villa Park,2021,Illinois,DuPage County,"DuPage County, IL",7,11,37
143482,Cannella School of Hair Design-Chicago,2021,Illinois,Cook County,"Cook County, IL",45,66,4646
143491,Cannella School of Hair Design-Chicago,2021,Illinois,Cook County,"Cook County, IL",13,14,2374
143552,Capri Beauty College,2021,Illinois,Cook County,"Cook County, IL",44,61,2257
143613,Carl Sandburg College,2021,Illinois,Knox County,"Knox County, IL",818,47,3757
143659,Catholic Theological Union at Chicago,2021,Illinois,Cook County,"Cook County, IL",,,2598
143853,Midwestern University-Downers Grove,2021,Illinois,DuPage County,"DuPage County, IL",,,2699
143978,The Chicago School of Professional Psychology at Chicago,2021,Illinois,Cook County,"Cook County, IL",9,50,1677
144005,Chicago State University,2021,Illinois,Cook County,"Cook County, IL",756,45,2351
144014,Chicago Theological Seminary,2021,Illinois,Cook County,"Cook County, IL",,,2114
144050,University of Chicago,2021,Illinois,Cook County,"Cook County, IL",865,12,397
144157,City Colleges of Chicago-Kennedy-King College,2021,Illinois,Cook County,"Cook County, IL",645,34,2380
144166,City Colleges of Chicago-Malcolm X College,2021,Illinois,Cook County,"Cook County, IL",2746,38,2238
144175,City Colleges of Chicago-Olive-Harvey College,2021,Illinois,Cook County,"Cook County, IL",609,31,2405
144184,City Colleges of Chicago-Harry S Truman College,2021,Illinois,Cook County,"Cook County, IL",951,18,2090
144193,City Colleges of Chicago-Richard J Daley College,2021,Illinois,Cook County,"Cook County, IL",995,20,41314
144209,City Colleges of Chicago-Harold Washington College,2021,Illinois,Cook County,"Cook County, IL",2234,34,23708
144218,City Colleges of Chicago-Wilbur Wright College,2021,Illinois,Cook County,"Cook County, IL",2067,26,6079
144281,Columbia College Chicago,2021,Illinois,Cook County,"Cook County, IL",2703,41,2154
144351,Concordia University-Chicago,2021,Illinois,Cook County,"Cook County, IL",609,40,1687
144485,Coyne College,2021,Illinois,Cook County,"Cook County, IL",334,59,2610
144500,City Colleges of Chicago-District Office,2021,Illinois,Cook County,"Cook County, IL",,,875
144564,Danville Area Community College,2021,Illinois,Vermilion County,"Vermilion County, IL",565,26,3084
144573,Tricoci University of Beauty Culture,2021,Illinois,Champaign County,"Champaign County, IL",142,68,21101
144740,DePaul University,2021,Illinois,Cook County,"Cook County, IL",4446,31,21440
144777,DeVry University-Administrative Office,2021,Illinois,DuPage County,"DuPage County, IL",,,4617
144795,Cosmetology & Spa Academy,2021,Illinois,McHenry County,"McHenry County, IL",257,45,4845
144865,College of DuPage,2021,Illinois,DuPage County,"DuPage County, IL",6424,31,1893
144883,East-West University,2021,Illinois,Cook County,"Cook County, IL",342,82,1922
144892,Eastern Illinois University,2021,Illinois,Coles County,"Coles County, IL",2210,32,1641
144944,Elgin Community College,2021,Illinois,Kane County,"Kane County, IL",2001,25,3128
144962,Elmhurst University,2021,Illinois,DuPage County,"DuPage County, IL",1041,37,657
144971,Eureka College,2021,Illinois,Woodford County,"Woodford County, IL",232,45,4503
145099,"First Institute of Travel, Inc.",2021,Illinois,McHenry County,"McHenry County, IL",212,52,22202
145239,Fox College,2021,Illinois,Cook County,"Cook County, IL",174,43,2396
145275,Garrett-Evangelical Theological Seminary,2021,Illinois,Cook County,"Cook County, IL",,,11204
145309,Gem City College,2021,Illinois,Adams County,"Adams County, IL",24,42,1761
145336,Governors State University,2021,Illinois,Will County,"Will County, IL",1526,51,1534
145354,Graham Hospital School of Nursing,2021,Illinois,Fulton County,"Fulton County, IL",45,71,17518
145372,Greenville University,2021,Illinois,Bond County,"Bond County, IL",341,41,5047
145406,G Skin & Beauty Institute,2021,Illinois,Cook County,"Cook County, IL",340,40,1357
145424,Hair Professionals Career College,2021,Illinois,DeKalb County,"DeKalb County, IL",27,31,8037
145433,Hair Professionals School of Cosmetology,2021,Illinois,Kendall County,"Kendall County, IL",58,32,3507
145497,Hebrew Theological College,2021,Illinois,Cook County,"Cook County, IL",30,17,781
145521,Highland Community College,2021,Illinois,Stephenson County,"Stephenson County, IL",446,35,29441
145558,Rosalind Franklin University of Medicine and Science,2021,Illinois,Lake County,"Lake County, IL",,,110694
145600,University of Illinois Chicago,2021,Illinois,Cook County,"Cook County, IL",10654,49,1988
145619,Benedictine University,2021,Illinois,DuPage County,"DuPage County, IL",891,39,37397
145628,Illinois College of Optometry,2021,Illinois,Cook County,"Cook County, IL",,,9971
145637,University of Illinois Urbana-Champaign,2021,Illinois,Champaign County,"Champaign County, IL",8509,25,7338
145646,Illinois Wesleyan University,2021,Illinois,McLean County,"McLean County, IL",388,24,29569
145682,Illinois Central College,2021,Illinois,Tazewell County,"Tazewell County, IL",1793,23,4685
145691,Illinois College,2021,Illinois,Morgan County,"Morgan County, IL",470,41,5807
145707,Olney Central College,2021,Illinois,Richland County,"Richland County, IL",276,30,6714
145725,Illinois Institute of Technology,2021,Illinois,Cook County,"Cook County, IL",924,30,15665
145813,Illinois State University,2021,Illinois,McLean County,"McLean County, IL",5377,30,22237
145831,Illinois Valley Community College,2021,Illinois,LaSalle County,"LaSalle County, IL",684,28,3084
145886,Institute for Clinical Social Work,2021,Illinois,Cook County,"Cook County, IL",,,7093
146205,John A Logan College,2021,Illinois,Williamson County,"Williamson County, IL",832,25,5273
146278,John Wood Community College,2021,Illinois,Adams County,"Adams County, IL",1145,61,23
146296,Joliet Junior College,2021,Illinois,Will County,"Will County, IL",2347,23,235
146339,Judson University,2021,Illinois,Kane County,"Kane County, IL",394,41,182
146348,Kankakee Community College,2021,Illinois,Kankakee County,"Kankakee County, IL",779,35,132
146366,Kaskaskia College,2021,Illinois,Clinton County,"Clinton County, IL",723,26,290
146418,Kishwaukee College,2021,Illinois,DeKalb County,"DeKalb County, IL",620,24,24938
146427,Knox College,2021,Illinois,Knox County,"Knox County, IL",367,32,147
146454,Educators of Beauty College of Cosmetology-Peru,2021,Illinois,LaSalle County,"LaSalle County, IL",55,77,1203
146472,College of Lake County,2021,Illinois,Lake County,"Lake County, IL",2405,20,87
146481,Lake Forest College,2021,Illinois,Lake County,"Lake County, IL",561,36,39
146490,Lake Forest Graduate School of Management,2021,Illinois,Lake County,"Lake County, IL",,,169
146506,Lake Land College,2021,Illinois,Coles County,"Coles County, IL",961,25,82018
146533,Lakeview College of Nursing,2021,Illinois,Vermilion County,"Vermilion County, IL",80,49,25089
146603,Lewis and Clark Community College,2021,Illinois,Madison County,"Madison County, IL",890,19,14876
146612,Lewis University,2021,Illinois,Will County,"Will County, IL",1356,31,1381
146667,Lincoln Christian University,2021,Illinois,Logan County,"Logan County, IL",127,41,818
146676,Lincoln College,2021,Illinois,Logan County,"Logan County, IL",546,56,275
146685,Lincoln Land Community College,2021,Illinois,Sangamon County,"Sangamon County, IL",1626,33,101
146700,Lincoln College of Technology-Melrose Park,2021,Illinois,Cook County,"Cook County, IL",958,64,18218
146719,Loyola University Chicago,2021,Illinois,Cook County,"Cook County, IL",2650,23,20431
146728,Lutheran School of Theology at Chicago,2021,Illinois,Cook County,"Cook County, IL",,,20207
146755,Trinity College of Nursing & Health Sciences,2021,Illinois,Rock Island County,"Rock Island County, IL",61,34,1942
146807,Steven Papageorge Hair Academy,2021,Illinois,Cook County,"Cook County, IL",22,27,39126
146816,MacCormac College,2021,Illinois,Cook County,"Cook County, IL",158,57,1987
146977,McCormick Theological Seminary,2021,Illinois,Cook County,"Cook County, IL",,,4237
147004,McHenry County College,2021,Illinois,McHenry County,"McHenry County, IL",1027,13,2092
147013,McKendree University,2021,Illinois,St. Clair County,"St. Clair County, IL",534,31,2440
147031,Meadville Theological School of Lombard College,2021,Illinois,Cook County,"Cook County, IL",,,11132
147129,Methodist College,2021,Illinois,Peoria County,"Peoria County, IL",265,48,20745
147244,Millikin University,2021,Illinois,Macon County,"Macon County, IL",679,34,13259
147341,Monmouth College,2021,Illinois,Warren County,"Warren County, IL",261,30,8551
147369,Moody Bible Institute,2021,Illinois,Cook County,"Cook County, IL",783,36,2476
147378,Moraine Valley Community College,2021,Illinois,Cook County,"Cook County, IL",2996,27,5411
147396,Morrison Institute of Technology,2021,Illinois,Whiteside County,"Whiteside County, IL",42,53,15285
147411,Morton College,2021,Illinois,Cook County,"Cook County, IL",1569,43,750
147536,National Louis University,2021,Illinois,Cook County,"Cook County, IL",2188,61,13909
147590,National University of Health Sciences,2021,Illinois,DuPage County,"DuPage County, IL",14,33,7640
147642,Cosmetology Concepts Niles,2021,Illinois,Cook County,"Cook County, IL",31,45,2000
147660,North Central College,2021,Illinois,DuPage County,"DuPage County, IL",625,25,124
147679,North Park University,2021,Illinois,Cook County,"Cook County, IL",842,46,6236
147697,Northern Baptist Theological Seminary,2021,Illinois,DuPage County,"DuPage County, IL",,,5129
147703,Northern Illinois University,2021,Illinois,DeKalb County,"DeKalb County, IL",5260,43,1883
147767,Northwestern University,2021,Illinois,Cook County,"Cook County, IL",1600,19,3259
147776,Northeastern Illinois University,2021,Illinois,Cook County,"Cook County, IL",2519,48,15412
147800,Oakton Community College,2021,Illinois,Cook County,"Cook County, IL",1445,20,12618
147819,Oehrlein School of Cosmetology,2021,Illinois,Tazewell County,"Tazewell County, IL",31,47,21979
147828,Olivet Nazarene University,2021,Illinois,Kankakee County,"Kankakee County, IL",980,35,9066
147916,Parkland College,2021,Illinois,Champaign County,"Champaign County, IL",1554,27,2918
148007,Prairie State College,2021,Illinois,Cook County,"Cook County, IL",998,37,13053
148016,Principia College,2021,Illinois,Jersey County,"Jersey County, IL",0,0,14796
148098,Professional's Choice Hair Design Academy,2021,Illinois,Will County,"Will County, IL",17,39,8204
148131,Quincy University,2021,Illinois,Adams County,"Adams County, IL",320,29,10243
148256,Rend Lake College,2021,Illinois,Jefferson County,"Jefferson County, IL",527,29,2328
148292,Richland Community College,2021,Illinois,Macon County,"Macon County, IL",753,34,2505
148380,Rock Valley College,2021,Illinois,Winnebago County,"Winnebago County, IL",1313,23,2996
148405,Rockford University,2021,Illinois,Winnebago County,"Winnebago County, IL",441,43,8713
148487,Roosevelt University,2021,Illinois,Cook County,"Cook County, IL",1451,47,8366
148496,Dominican University,2021,Illinois,Cook County,"Cook County, IL",1038,48,16622
148511,Rush University,2021,Illinois,Cook County,"Cook County, IL",38,37,20591
148575,Saint Francis Medical Center College of Nursing,2021,Illinois,Peoria County,"Peoria County, IL",81,29,1393
148584,University of St Francis,2021,Illinois,Will County,"Will County, IL",629,39,1614
148593,St. John's College-Department of Nursing,2021,Illinois,Sangamon County,"Sangamon County, IL",21,20,2174
148627,Saint Xavier University,2021,Illinois,Cook County,"Cook County, IL",1629,53,2936
148654,University of Illinois Springfield,2021,Illinois,Sangamon County,"Sangamon County, IL",928,35,23273
148672,Sauk Valley Community College,2021,Illinois,Lee County,"Lee County, IL",468,34,7269
148821,Shawnee Community College,2021,Illinois,Pulaski County,"Pulaski County, IL",410,35,31690
148876,St. Augustine College,2021,Illinois,Cook County,"Cook County, IL",633,70,237
148885,University of Saint Mary of the Lake,2021,Illinois,Lake County,"Lake County, IL",,,140
148937,Southeastern Illinois College,2021,Illinois,Saline County,"Saline County, IL",347,27,3234
148955,National Latino Education Institute,2021,Illinois,Cook County,"Cook County, IL",3,60,1819
148982,Spertus College,2021,Illinois,Cook County,"Cook County, IL",,,7938
148991,Spoon River College,2021,Illinois,Fulton County,"Fulton County, IL",421,34,41796
149028,Saint Anthony College of Nursing,2021,Illinois,Winnebago County,"Winnebago County, IL",84,40,7064
149204,Educators of Beauty College of Cosmetology-Sterling,2021,Illinois,Whiteside County,"Whiteside County, IL",48,68,12189
149222,Southern Illinois University-Carbondale,2021,Illinois,Jackson County,"Jackson County, IL",2867,35,8823
149231,Southern Illinois University-Edwardsville,2021,Illinois,Madison County,"Madison County, IL",3148,32,7563
149240,Southern Illinois University-System Office,2021,Illinois,Jackson County,"Jackson County, IL",,,6001
149310,Taylor Business Institute,2021,Illinois,Cook County,"Cook County, IL",24,24,1926
149329,Telshe Yeshiva-Chicago,2021,Illinois,Cook County,"Cook County, IL",28,34,17712
149365,South Suburban College,2021,Illinois,Cook County,"Cook County, IL",1131,31,768
