GEO_ID,NAME,estimated_population
0500000US42077,"Lehigh County, Pennsylvania",375539
0500000US42079,"Luzerne County, Pennsylvania",326053
0500000US42081,"Lycoming County, Pennsylvania",113605
0500000US42085,"Mercer County, Pennsylvania",109972
0500000US42089,"Monroe County, Pennsylvania",169273
0500000US42091,"Montgomery County, Pennsylvania",860578
0500000US42095,"Northampton County, Pennsylvania",313628
0500000US42097,"Northumberland County, Pennsylvania",91266
0500000US42101,"Philadelphia County, Pennsylvania",1576251
0500000US42107,"Schuylkill County, Pennsylvania",143264
0500000US42111,"Somerset County, Pennsylvania",73627
0500000US42125,"Washington County, Pennsylvania",209470
0500000US42129,"Westmoreland County, Pennsylvania",353057
0500000US42133,"York County, Pennsylvania",458696
0500000US44003,"Kent County, Rhode Island",170715
0500000US44005,"Newport County, Rhode Island",85264
0500000US44007,"Providence County, Rhode Island",658221
0500000US44009,"Washington County, Rhode Island",130592
0500000US45003,"Aiken County, South Carolina",170776
0500000US45007,"Anderson County, South Carolina",206908
0500000US45013,"Beaufort County, South Carolina",191748
0500000US45015,"Berkeley County, South Carolina",236701
0500000US45019,"Charleston County, South Carolina",413024
0500000US45035,"Dorchester County, South Carolina",163327
0500000US45041,"Florence County, South Carolina",136504
0500000US45045,"Greenville County, South Carolina",533834
0500000US45047,"Greenwood County, South Carolina",69241
0500000US45051,"Horry County, South Carolina",365579
0500000US45055,"Kershaw County, South Carolina",66130
0500000US45057,"Lancaster County, South Carolina",100336
0500000US45059,"Laurens County, South Carolina",67803
0500000US45063,"Lexington County, South Carolina",300137
0500000US45073,"Oconee County, South Carolina",79203
0500000US45075,"Orangeburg County, South Carolina",82962
0500000US45077,"Pickens County, South Carolina",132229
0500000US45079,"Richland County, South Carolina",418307
0500000US45083,"Spartanburg County, South Carolina",335864
0500000US45085,"Sumter County, South Carolina",104758
0500000US45091,"York County, South Carolina",288595
0500000US46083,"Lincoln County, South Dakota",67870
0500000US46099,"Minnehaha County, South Dakota",199685
0500000US46103,"Pennington County, South Dakota",111806
0500000US47001,"Anderson County, Tennessee",77576
0500000US47009,"Blount County, Tennessee",137605
0500000US47011,"Bradley County, Tennessee",110162
0500000US47037,"Davidson County, Tennessee",703953
0500000US47059,"Greene County, Tennessee",70621
0500000US47065,"Hamilton County, Tennessee",369135
0500000US47093,"Knox County, Tennessee",486677
0500000US47113,"Madison County, Tennessee",98775
0500000US47119,"Maury County, Tennessee",104760
0500000US47125,"Montgomery County, Tennessee",227900
0500000US47141,"Putnam County, Tennessee",81188
0500000US47147,"Robertson County, Tennessee",74098
0500000US47149,"Rutherford County, Tennessee",352182
0500000US47155,"Sevier County, Tennessee",99517
0500000US47157,"Shelby County, Tennessee",924454
0500000US47163,"Sullivan County, Tennessee",159265
0500000US47165,"Sumner County, Tennessee",200557
0500000US47179,"Washington County, Tennessee",134236
0500000US47187,"Williamson County, Tennessee",255735
0500000US47189,"Wilson County, Tennessee",151917
0500000US48005,"Angelina County, Texas",86506
0500000US48021,"Bastrop County, Texas",102058
0500000US48027,"Bell County, Texas",379617
0500000US48029,"Bexar County, Texas",2028236
0500000US48037,"Bowie County, Texas",92581
0500000US48039,"Brazoria County, Texas",379689
0500000US48041,"Brazos County, Texas",237032
0500000US48061,"Cameron County, Texas",423029
0500000US48085,"Collin County, Texas",1109462
0500000US48091,"Comal County, Texas",174986
0500000US48099,"Coryell County, Texas",84232
0500000US48113,"Dallas County, Texas",2586050
0500000US48121,"Denton County, Texas",941647
0500000US48135,"Ector County, Texas",161091
0500000US48139,"Ellis County, Texas",202678
0500000US48141,"El Paso County, Texas",867947
0500000US48157,"Fort Bend County, Texas",858527
0500000US48167,"Galveston County, Texas",355062
0500000US48181,"Grayson County, Texas",139336
0500000US48183,"Gregg County, Texas",124201
0500000US48187,"Guadalupe County, Texas",177036
0500000US48201,"Harris County, Texas",4728030
0500000US48203,"Harrison County, Texas",69150
0500000US48209,"Hays County, Texas",255397
0500000US48213,"Henderson County, Texas",83667
0500000US48215,"Hidalgo County, Texas",880356
0500000US48231,"Hunt County, Texas",103394
0500000US48245,"Jefferson County, Texas",253704
0500000US48251,"Johnson County, Texas",187280
0500000US48257,"Kaufman County, Texas",157768
0500000US48291,"Liberty County, Texas",97621
0500000US48303,"Lubbock County, Texas",314451
0500000US48309,"McLennan County, Texas",263115
0500000US48329,"Midland County, Texas",167969
0500000US48339,"Montgomery County, Texas",648886
0500000US48355,"Nueces County, Texas",353079
0500000US48361,"Orange County, Texas",84742
0500000US48367,"Parker County, Texas",156764
0500000US48375,"Potter County, Texas",116547
0500000US48381,"Randall County, Texas",143854
0500000US48397,"Rockwall County, Texas",116381
0500000US48409,"San Patricio County, Texas",69699
0500000US48423,"Smith County, Texas",237186
0500000US48427,"Starr County, Texas",66049
0500000US48439,"Tarrant County, Texas",2126477
0500000US48441,"Taylor County, Texas",143326
0500000US48451,"Tom Green County, Texas",119411
0500000US48453,"Travis County, Texas",1305154
0500000US48469,"Victoria County, Texas",90964
0500000US48471,"Walker County, Texas",77977
0500000US48479,"Webb County, Texas",267945
0500000US48485,"Wichita County, Texas",130069
0500000US48491,"Williamson County, Texas",643026
0500000US48497,"Wise County, Texas",71714
0500000US49005,"Cache County, Utah",137417
0500000US49011,"Davis County, Utah",367285
0500000US49035,"Salt Lake County, Utah",1186421
0500000US49045,"Tooele County, Utah",76640
0500000US49049,"Utah County, Utah",684986
0500000US49053,"Washington County, Utah",191226
0500000US49057,"Weber County, Utah",267066
0500000US50007,"Chittenden County, Vermont",168865
0500000US51003,"Albemarle County, Virginia",113535
0500000US51013,"Arlington County, Virginia",232965
0500000US51015,"Augusta County, Virginia",77563
0500000US51019,"Bedford County, Virginia",80131
0500000US51041,"Chesterfield County, Virginia",370688
0500000US51059,"Fairfax County, Virginia",1139720
0500000US51061,"Fauquier County, Virginia",73815
0500000US51069,"Frederick County, Virginia",93717
0500000US51085,"Hanover County, Virginia",111603
0500000US51087,"Henrico County, Virginia",333554
0500000US51095,"James City County, Virginia",79882
0500000US51107,"Loudoun County, Virginia",427592
0500000US51121,"Montgomery County, Virginia",98473
0500000US51153,"Prince William County, Virginia",484472
0500000US51161,"Roanoke County, Virginia",96589
0500000US51165,"Rockingham County, Virginia",84394
0500000US51177,"Spotsylvania County, Virginia",143676
0500000US51179,"Stafford County, Virginia",160877
0500000US51199,"York County, Virginia",70915
0500000US51510,"Alexandria city, Virginia",154706
0500000US51550,"Chesapeake city, Virginia",251269
0500000US51650,"Hampton city, Virginia",137746
0500000US51680,"Lynchburg city, Virginia",79009
0500000US51700,"Newport News city, Virginia",184587
0500000US51710,"Norfolk city, Virginia",235089
0500000US51740,"Portsmouth city, Virginia",97840
0500000US51760,"Richmond city, Virginia",226604
0500000US51770,"Roanoke city, Virginia",98865
0500000US51800,"Suffolk city, Virginia",96194
0500000US51810,"Virginia Beach city, Virginia",457672
0500000US53005,"Benton County, Washington",210025
0500000US53007,"Chelan County, Washington",79646
0500000US53009,"Clallam County, Washington",78209
0500000US53011,"Clark County, Washington",511404
0500000US53015,"Cowlitz County, Washington",111524
0500000US53021,"Franklin County, Washington",98268
0500000US53025,"Grant County, Washington",100297
0500000US53027,"Grays Harbor County, Washington",76841
0500000US53029,"Island County, Washington",87432
0500000US53033,"King County, Washington",2252305
0500000US53035,"Kitsap County, Washington",274314
0500000US53041,"Lewis County, Washington",84398
0500000US53045,"Mason County, Washington",67615
0500000US53053,"Pierce County, Washington",925708
0500000US53057,"Skagit County, Washington",130696
0500000US53061,"Snohomish County, Washington",833540
0500000US53063,"Spokane County, Washington",546040
0500000US53067,"Thurston County, Washington",297977
0500000US53073,"Whatcom County, Washington",228831
0500000US53077,"Yakima County, Washington",256035
0500000US54003,"Berkeley County, West Virginia",126069
0500000US54011,"Cabell County, West Virginia",93418
0500000US54033,"Harrison County, West Virginia",65158
0500000US54039,"Kanawha County, West Virginia",177952
0500000US54061,"Monongalia County, West Virginia",106387
0500000US54081,"Raleigh County, West Virginia",73771
0500000US54107,"Wood County, West Virginia",83624
0500000US55009,"Brown County, Wisconsin",269591
0500000US55017,"Chippewa County, Wisconsin",66865
0500000US55025,"Dane County, Wisconsin",563951
0500000US55027,"Dodge County, Wisconsin",89313
0500000US55035,"Eau Claire County, Wisconsin",106452
0500000US55039,"Fond du Lac County, Wisconsin",104362
0500000US55055,"Jefferson County, Wisconsin",84943
0500000US55059,"Kenosha County, Wisconsin",168732
0500000US55063,"La Crosse County, Wisconsin",120433
0500000US55071,"Manitowoc County, Wisconsin",81505
0500000US55073,"Marathon County, Wisconsin",137648
0500000US55079,"Milwaukee County, Wisconsin",928059
0500000US55087,"Outagamie County, Wisconsin",191545
0500000US55089,"Ozaukee County, Wisconsin",92497
0500000US55097,"Portage County, Wisconsin",70468
0500000US55101,"Racine County, Wisconsin",196896
0500000US55105,"Rock County, Wisconsin",164381
0500000US55109,"St. Croix County, Wisconsin",95044
0500000US55111,"Sauk County, Wisconsin",65697
0500000US55117,"Sheboygan County, Wisconsin",117747
0500000US55127,"Walworth County, Wisconsin",106799
0500000US55131,"Washington County, Wisconsin",137175
0500000US55133,"Waukesha County, Wisconsin",408756
0500000US55139,"Winnebago County, Wisconsin",171623
0500000US55141,"Wood County, Wisconsin",74070
0500000US56021,"Laramie County, Wyoming",100863
0500000US56025,"Natrona County, Wyoming",79555
0500000US72013,"Arecibo Municipio, Puerto Rico",87053
0500000US72021,"Bayamón Municipio, Puerto Rico",182673
0500000US72025,"Caguas Municipio, Puerto Rico",126756
0500000US72031,"Carolina Municipio, Puerto Rico",152993
0500000US72061,"Guaynabo Municipio, Puerto Rico",89195
0500000US72097,"Mayagüez Municipio, Puerto Rico",71939
0500000US72113,"Ponce Municipio, Puerto Rico",135084
0500000US72127,"San Juan Municipio, Puerto Rico",337300
0500000US72135,"Toa Alta Municipio, Puerto Rico",67569
0500000US72137,"Toa Baja Municipio, Puerto Rico",74368
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",67211
